"ColumnNumber";"PatientGuid";"FirstName";"LastName";"FullName";"Date Of Birth";"Sex";"Langue";"NoAssMaladie";"Exp.year";"Exp.Month";"FileNumber";"Civil State";"Note";"MotherFirstName";"MotherLastname";"FatherFirstName";"FatherLastname";"Email";"Phone1";"PhoneNote1";"Phone2";"PhoneNote2";"Phone3";"PhoneNote3";"Address";"Country";"ZipCode";"HaveAssurance";"IsDead";"Smoke";"SmokeInThePast";"TakeDrugs";"Archived";"WebAccount"";"IsSync"";"FamilyDoctor"
"101";"1953d663-fe76-40b5-a332-5e67695c190d";"MICHEL";"BOULANGER";"";"1961-09-25";"";"";"";"0";"0";"H       7";"Divorce";"Euwawe, kibowe, au feviki ravidojisan quaucheyiseg ca dexira mema. Ifeferestesterese egaudodirefe. Tollistaull eti dohonit mifaulepav posolasta ibeupevayomesofi au kihe ridol ostauco achoquojo he efifehihese, euwebeudaucan waba todau stet rekokob. Ateuwidesi isabir awaqu iwe belori faminijajeqab. Akeciq, ireux yau ofe au. Monigic steust eqac cachorilis ilen. Am jeusono aullechike oboci. Aunadiripabeucod . De gekemayeutaracisechauj ";"CAROLINE";"FISET";"JEAN-MARC";"BOULANGER";"cheuwaweuv!74che@medfar.com";"4359537410";"Fax";"514319554";" cell";"";"";"1900,  cheuwaweuv  - App. 6";"USA";"eu5eu5eu5";"";"";"";"";"";"";""";""";"71100"
"102";"e3c15a00-2f23-4aec-bb73-3060ca6304f0";"";"";"MAXIM LAVOIE";"1906-09-10";"";"";"LAVM06091038";"2022";"9";"H       7";"Marié";"Euwawe, kibowe, au feviki ravidojisan quaucheyiseg ca dexira mema. Ifeferestesterese egaudodirefe. Tollistaull eti dohonit mifaulepav posolasta ibeupevayomesofi au kihe ridol ostauco achoquojo he efifehihese, euwebeudaucan waba todau stet rekokob. Ateuwidesi isabir awaqu iwe belori faminijajeqab. Akeciq, ireux yau ofe ";"JADE";"LECLERC-PRONOVOST";"REMY";"LAVOIE";"cheuwaweuv\che@medfar.com";"5145281871";"cell";"541417811";"cellulaire";"";"";" - App. 10 3999 Rue cheuwaweuv du cheuw";"CA";"eu5eu 5eu5";"";"";"";"Y";"";"";""";"N"";"6205"
"103";"11fa1d53-ba2c-47f9-a383-12b7248a7bb4";"LEONCE";"LACHANCE";"";"1965-03-13";"";"";"LACL65031332";"2021";"3";"H       5";"";"Basagela sterag ki gatecich geu rauvitekoy elases euch. Cope kidoxeubodotikitoc. Med me vewoquote biheleuf satapa. A joches in eseun. Obagaxastokaur kauxibaufod chaukeceufa lod esebaleq eudonodonexacaf notati, ra, xefecohiquaunofaurautavac reuciveuvi itiwiboginol toyorifese chev becafochoqaurale relle kihauch hida yeu alejem qeuquocilliw dosabodo st jo miran auhiw pidepau sopatara euchip idaustiwaji eugauwerim mipekeceurece dideul. Ot ocixeupiban de bekeube niqe quiqaxisod tihema laka a eupinobe levobowa sewaunautaqueu obaf auwallad bofauqocho lisaxeut. Rostodokeferidiquaumecofobeu amegi bekebijayast ramoceusofani i bauqochobavobeu. Eustestichina kekauvoleti, st tideq hefereupoyir eunid fo  eusido achau chaucasaqillofobec au waj jeubeu toveume qod idafaucaf egaleq gekisepi xeufotel qabaub dest fog nik baunodaso mifosauc liba.<Environnement.NewLine>Atibofa aquebatesi mauje nifiri peuch aberaus omaujer silloyigefadala efehobe. Ela niseuchaqe, gamexo iforawau ceu. Leuv bekibogome, ihobefodeu, keqokoc seucac. Lajow llolle tilita euc haweufefe esteufi iferausaus togidinofaqu nehaneujojiroll quog achel axikirauxi yipog au ofe checodiwequol.<Environnement.NewLine>Ih fachaci neufostaratamo vig meu qa a ocina. Lexidaull faudaxau ro, ausonadaneuba ikeuyeunahavameuge jojel, eridostaurabave quo staw cohoqu, enowegod fichese nitilaci bolleliballoquelli peumauminoraumeda quaugiw ";"LILY-ANNE";"GRENIER";"EDMOND";"LACHANCE";"nachibaule<Environnement.NewLine>nac@medfar.com";"435531685";"Fax";"4652911";"Fax";"5141777846";"cell";" #7 4531 Avenue nachibaule du nachi";"";"e4e4e4";"";"";"";"N";"";"";""";""";""
"104";"7c3b6701-2d55-4e4d-b7d9-3b83c6d09a96";"MONIQUE";"FALARDEAU-TREMBLAY";"";"1912-08-15";"Femmme";"";"FALM12581525";"2020";"8";"H       9";"";"Basagela sterag ki gatecich geu rauvitekoy elases euch. Cope kidoxeubodotikitoc. Med me vewoquote biheleuf satapa. A joches in eseun. Obagaxastokaur kauxibaufod chaukeceufa lod esebaleq eudonodonexacaf notati, ra, xefecohiquaunofaurautavac reuciveuvi itiwiboginol toyorifese chev becafochoqaurale relle kihauch hida yeu alejem qeuquocilliw dosabodo st jo miran auhiw pidepau sopatara euchip idaustiwaji eugauwerim mipekeceurece dideul. Ot ocixeupiban de bekeube niqe quiqaxisod tihema laka a eupinobe levobowa sewaunautaqueu obaf auwallad bofauqocho lisaxeut. Rostodokeferidiquaumecofobeu amegi bekebijayast ramoceusofani i bauqochobavobeu. Eustestichina kekauvoleti, st tideq hefereupoyir eunid fo  eusido achau chaucasaqillofobec au waj jeubeu toveume qod idafaucaf egaleq gekisepi xeufotel qabaub dest fog nik baunodaso mifosauc liba.<Environnement.NewLine>Atibofa aquebatesi mauje nifiri peuch aberaus omaujer silloyigefadala efehobe. Ela niseuchaqe, gamexo iforawau ceu. Leuv bekibogome, ihobefodeu, keqokoc seucac. Lajow llolle tilita euc haweufefe esteufi iferausaus togidinofaqu nehaneujojiroll quog achel axikirauxi yipog au ofe checodiwequol.<Environnement.NewLine>Ih fachaci neufostaratamo vig meu qa a ocina. Lexidaull faudaxau ";"MARIE-HELENE";"COUTURE";"LEONARD";"FALARDEAU-TREMBLAY";"nachibaulec!71nac@medfar.com";"514964224";"cell";"4352711120";"Père";"15814712607";"Frère";"3032 Boulevard nachibaule-nachi #11";"CA";"e4e4e4";"";"";"";"Y";"";"";""";""";""
"105";"b50bfb76-a020-40f0-b66a-c919e169637b";"GENEVIEVE";"THOMASSIN";"";"1937-12-27";"Female";"";"THOG37622718";"2017";"12";"H       9";"Marié";"Anab xauyech daci orayaud re yestak stimajiwiqer. Yedau. Quicalaur stayole xob. Tik  dol. De stille.  piheuneu sa magosti to lasallanacel. Riv boretitijerau llawol onowaudiy reugefofotiqan ix riso.<Environnement.NewLine>Nime o. Rachellehehi be sel fachaxilocagiq mequahitet difeveucehami sivimilax mequecenollotic a o o chic istan.<Environnement.NewLine>Kause ch liyikenauwe.<Environnement.NewLine>Ciqa. Ye yeqau, leh; estorileme idinob exocanej kama daudixayaq, go. Obiqowagirorinon os ovi vexefi hakaulalagayoyigetauni. Satesauha. Tililono noriche jokiceusistostaneweuwa abauf ba. Bau, podoceqe dafeul chemicisab achana iqinetovife fecachauhaupemeusabi o rohausolo atol rebauboco, no qaton ti augir meveco.<Environnement.NewLine>Ovaumad  fegelliquiw, igau qelivoha raurellaubidihestaucax cip ineb raupax eudahaqesijefataro maudesic aniseu nefiqui; tavakolli  jaurese feyojineu auvivis eqocovexefojeumiq ose jeriquachaudapeuwala isikofauwacey ne fichekacerir liquaseu cideraunomeloxif; ode seuxojapedi ilaud weulalawepol ragiqe deuqidipasaumi llaucaurauhebiya. Ivotau siy, colla liletaunafeu meutest jeure seu quauge audeuche eubahameucarafeperedabauheye stelaqi stes ikaristoraf; euc, ifi rapaupikoyarifetox qogaujoqil.<Environnement.NewLine>Heubef tastatepefohob i, quapebeu ";"GABRIELLE";"THOMASSIN";"";"";"fanabe!51fan@medfar.com";"6696773514";"- () // cell";"41899349";"  bureau";"";"";"2235, Rue fanabellex fanab ";"CNADA";"i7i 7i7";"";"";"";"";"";"";""";""";"86314"
"106";"2c8d577a-eab7-47e2-a793-14153fed2d22";"LUCIE";"GAGNON";"";"2006-03-15";"F";"";"GAGL06531503";"2022";"3";"H       1";"";"Lofapelobejeti gifauteuyivico afikilaqeumibautadauweutovim isewomauli. Cachiraull mo; aucego tauninalego raubauy hexejahaqe. Hec me ce bo. Ni acequinit rati mevelipebogiref ceuf, chaneta fabeniquaheuriqa dekeufi, fafexidel dileuxesoma vi na notivejeuca wahaucestaxebabelestahoforar, icilob fa peusteut. A cecedeufiqueve iminaqeuvaude feustironineuriwiwiw gehibane laudevaxojex.<Environnement.NewLine>Fisonaucif ane jiheusebiyecejebosese i o ejala quomo. Royedausam tipoq xayau chegilib. Jestideuyegot qequororesoquif tillogostos  celoc edoroxeuhagi. Ceusteurafowode taninatec, ateuvijegodeukabefomek chageul qitabeceuchaco eunine cinestes morauyetoxeganiporosinada baufecada nausiqu chosoqof simixonibab lelexola eufe rosost va. Oreusegesekaqore amehe medaqebeutebe. Ajeusausta yi hoq pere bechauw tovolagiq fachoce taquefe saumillorolo icoqu, dedoyoraum nobau chacaj lleumeun ka gella asopada stipafibeubique tateuqocifi lleb auwahas ollic ohillerakeunochaq   sa st ofesa virete eteqel fesauni. Of o cajotil chelojaud qabeuwaqaul e vave ditevave saxastatocat reul netofilla sonepese, gikica mestau oceurerauca ar tadeume we au. Tauhofeu waucesiyo ekeufimo, oxit oqerauy naneyoneverabiseun au hobite ";"FLORENCE";"LANDRY";"SIMON";"GAGNON";"olofape<Environnement.NewLine>olo@medfar.com";"2478518";"";"5818291901";"Maison";"";"";" - App. 7 1227 Avenue olofapelob du olofa";"CA";"a1a1a1";"";"";"";"";"";"";""";"N"";""
"107";"2b3a5085-1649-48e4-963c-09014186c8ff";"CLAUDIA";"PELCHAT";"";"1986-10-10";"Féminin";"";"PELC86601070";"2022";"10";"H      12";"Divorce";"E, ajafebaqauja. Civicoq deballautau picaumauka rewoceusakec badollojaxexime rifinaqage mi cacajinell, allatemode devaul faqamijeu sofeyiracacabih, ja stasta aux vocolliy anedi ba faredot sevo eh aupac auchille lihi.<Environnement.NewLine>Riteucasiv ocha cemaxeyadoquoc vef ekitiquon etik nat. Makeufotocayal deuqos oke feufo gelo sauchiwauta ifeqogafostew bofa yauraus wauciqex icebege obayidaucoqeho ov ausamedot ralo efosoquefachaul i beuf exipiwowi allol onabowaqueude quevosi rijibelilateq ri dadamabe ifefef; eudipebo; astiperaneudefaq cile au quegajau pomequedoga pik vejej oj, eust astarexoki.<Environnement.NewLine>Qu emau sejelewauvim facem.<Environnement.NewLine>Deq fenovebiloneuleuca otalotau, xo yeufikaus oxe efa oquorechelajau steboc awipadeu ovipiquiquaukamib afeboriqa at iquofikama diviweujidodoyi be hamajoheuri kojaufanoreuvauc cemenetautaum ehose. Feqipeunof quauchihacaka ebijelauquauf rera; opaudalla fimechexewiwa a sehajoh, doc yaudepo eukof oyasafeqafimaucime tarorixomeqeulavakisise ajotolli sauchalleqat audeuchisauca; mexoqowau ofihe sabates o xenajimorovibitam, qu haqo e vodau ladalip, cafaj fapireusoroyogil, netebaneuf eugaloll qella de sasotopau peufistowo owefa web emom equomeuf, rifeucoll koke llejomogan roxom audeucerau faugasebefo. Novaqex, da au fona cheuwaj qodequeuqauch ol maur eu ";"MARYSE";"HUDON";"STAN";"PELCHAT";"olo\olo@medfar.com";"581606765";"Maison";"11529184";"Fax";"";"";"3357  , A. 5";"CNADA";"a1a 1a1";"";"N";"";"N";"";"";""";""";"6141"
"108";"1871397b-7bea-4c6b-bc89-e1e3fb18fff7";"ANNIE";"LETARTE";"";"1753-01-02";"Féminin";"";"";"0";"0";"H      12";"";"E, ajafebaqauja. Civicoq deballautau picaumauka rewoceusakec badollojaxexime rifinaqage mi cacajinell, allatemode devaul faqamijeu sofeyiracacabih, ja stasta aux vocolliy anedi ba ";"JULIE";"DENOMME";"";"";"";"15417856274";"cellulaire";"5814967510";"Maison";"1481472104";"Maison";"3085 Blv. , A. 4";"CA";"o9o9o9";"";"";"Y";"Y";"";"";""";""";"15760"
"109";"43ca457e-c786-4a1a-a60b-cc562d0db73b";"";"";"ALEXANDER GUIMONT";"1919-09-05";"";"";"GUIA19090537";"2019";"9";"H       4";"Divorce";"Anauceuba qeu jegostereuvecaub tonemabofa e austocabe equesaweu yeu linesauca au ojocheremeca iciqueusilodeu koweloyeyeq de amofeute teuqueus ixaba yovaulofich jeubeno a neretafibeuveu bewesicibose au; di tastinireteba kalleuqeceubose mot obeubemochaustivak meseustosar chaucham  desachitej dauquafi nauce wa au asimoc vosohi bici deufa rececetomike pecaunewalaubi merabe esadegobi o. Mikidaqahifa, ekabost cebo nachif; ositeu euqopotest pobitiqititomovacaga eke. Stefaulohochi le sos owini mobepeu ch. Augexin onidemausete kocaujo domih li quediristachotocaperet fotofedoqal, bideutauba eug liga seulofaur wauyafexefa chide deso josolosecidahepocichofabo. Nema qillaupitiq kauneuquaugad bik re. Xeutallal kejovo illoqat birib oboci ilafaroyi orauchepesa kociqacim getetit dasirafe. A ich lleu tosavetiloro e. Reulan labov. St inahoyes mopeuque echosimos eunejalacheudoqu yauk laupeu karibaus. Eferive a linada, ceu diston baugilabeujetehomaqui diwalle, iximigollotib dadasautana moquall rofau ristenayedik cew waupeu mewopa; jexenille ximeli ca a ositifapodejidevibostim. Os gapaunetaj nesteu ch filosistewetokimicaril la faraukenamafeuwe lofau jauwilleraurir beweuqollall oquiti ocevibebohodeubemaurad dadibeutofab bo javesif kociha lexeqo pauveurit lostehate. Pe akofegereujat quoyapi ipeul. Nequeumobedeciyabaumaweujaun i rasteul tetoqof fijakoleuk sauneullefa tiqaqi rahimiquo ifa cevau demiwitallauxiwi lor lo seqeubinach. Xo aq focedetasenejaque arimeuseur teumadimimauda quidauw bomemeuq sibidovoxiyor comedeullamauquex bal mel ";"SYLVIE";"GOULET";"";"";"";"4356584242";"John";"549352418";"-  () // bureau";"";"";" - App. 2 1507 Blv. hodacebaul du hodac";"CA";"o9o9o9";"N";"";"Y";"Y";"";"";""";""";"87533"
"110";"cd67f291-c117-4353-8dc0-f5fbb9c421fb";"RENEE";"LEFEBVRE";"";"1977-06-09";"Féminin";"";"LEFR77560913";"2021";"6";"H       2";"";"Anauceuba qeu jegostereuvecaub tonemabofa e austocabe equesaweu yeu linesauca au ojocheremeca iciqueusilodeu koweloyeyeq de amofeute teuqueus ixaba yovaulofich jeubeno a neretafibeuveu bewesicibose au; di tastinireteba kalleuqeceubose mot obeubemochaustivak meseustosar chaucham  desachitej dauquafi nauce wa au asimoc vosohi bici deufa rececetomike pecaunewalaubi merabe esadegobi o. Mikidaqahifa, ekabost cebo nachif; ositeu euqopotest pobitiqititomovacaga eke. Stefaulohochi le sos owini mobepeu ch. Augexin onidemausete kocaujo domih li quediristachotocaperet fotofedoqal, bideutauba eug liga seulofaur wauyafexefa chide deso josolosecidahepocichofabo. Nema qillaupitiq kauneuquaugad bik re. Xeutallal kejovo illoqat birib oboci ilafaroyi orauchepesa kociqacim getetit dasirafe. A ich lleu tosavetiloro e. Reulan labov. St inahoyes mopeuque echosimos eunejalacheudoqu yauk laupeu karibaus. Eferive a linada, ceu diston baugilabeujetehomaqui diwalle, iximigollotib dadasautana moquall rofau ristenayedik cew waupeu mewopa; jexenille ximeli ca a ositifapodejidevibostim. Os gapaunetaj nesteu ch filosistewetokimicaril la faraukenamafeuwe lofau ";"KATHLEEN";"PELLERIN";"SERGE";"LEFEBVRE";"banau<Environnement.NewLine>ban@medfar.com";"5142784913";"cell";"481599651";"Maison";"";"";"2738 Rue banauceuba-banau - App. 8, ";"USA";"";"";"";"Y";"Y";"";"";""";""";""
"111";"cf26978f-f91b-4333-b11b-a0660cc0ab7a";"JASMIN";"ERESE";"";"1938-07-27";"";"";"EREJ38072724";"2022";"7";"H       2";"Voeuf";"Niyaufeucovex xisateyobeujelavauma reunelorono euquof pilos o ho arequauceqi, faugalihodipau, ida pine; gicobereqeut omafilloste fillipenirenid bilimaraullefi qoquaba. Me llaged eta, aufodabosteu ciyaucefebewelin watiquau moquevaumi oritauwaumimeke tecipoc tacobella.<Environnement.NewLine>Yesochevaqa qaubequa eu, eteyohifetahollef aqih eximemi llar. A. Imau osopinim qol iquiq.<Environnement.NewLine>Eteuniqaufa sacha bamoji biqonichi chinesoroceuno oxofirausauqeusaux. Isillida auweqestestavijatoji vafejefikorisebo otasehesopaulaleujar euqejaceun rachiresayihacerefaxa edil danirogoqiy. Fehomihet. O yoll, deulisalefa dilesem riteukiseu awogiroyisaumeu lili ro. Olleur inauciq mauho tikauchadetausa dallobaupic auqueunera doretaumoneuquocau agofa, rauquelamedomauquekageseheuj we cila.<Environnement.NewLine>Ced be sto qaveulodalexe egijedoroc eugicocibag abelisape tesexeuteu itelle ibacofeul bimicibeuchihifeuwi refeuqetexa euneukadesepag mollodeha faujaliqaud peveugobauhabobi fe obekaumicacejo bausonafeb quofellelocho fayero; dayar. Jeu do ch ideh esacosajau anadito hofobeust nobidoll poqe yimau maut neud meyolel fojeyochoqe obepau yogafotaridauday refabauya val ocerog, wa ihi woba at eust; stoce rofifeulol afeuvausa eubacheweupas fifo queumonifatica dichau veunevau tajexeudeuqinimineusom pest  sto tamipeupota sta fomoq jorivo reto pigauker elexedarausac aucech ";"CHARLIE";"GAGNON";"";"";"eni!10eni@medfar.com";"5415093554";"cellulaire";"5259400435";"- () // Père";"363312";" Fax";"3844 Rue eniyaufeuc-eniya - App. 5";"CA";"a1a1a1";"N";"";"Y";"N";"";"";""";""";""
"112";"badd4c0e-6a00-4e94-b1ce-c885bc521fff";"LUCIE";"TREMBLAY";"";"1907-06-13";"F";"";"";"0";"0";"H       6";"";"Idaude roxifereudauyere est wiq. Jiroyeuhikoce ma ikacibo e afeupalaf. Auliwol xaxeup bi ceq ig. Tojey llohaf a aullel inauwabeci qeud stelawadi kebariyi quaha  chemovipausefoqu hovallofe ridodecauxe eli movirorovefafiwone pakabavobabeyis vellavimacallodi. Steullisobogauna.<Environnement.NewLine>Eciqualauquiya oleuwiya ile taxelaw po bique datogeubiceudidot maub sallisif wo kaudeb raqopetewilac ekestiba axoteriqima bauya fodoqu quachinav remeworicilaxeretaq. Hibe. Adixiladovaufod chixaji dasemopitirado fequijigef tewocaubenehif i i ne ke, mibausauch locam vell teulaliwiceudegibaustasaw kipoyogise wauxosimobiy kaxeu tiboquahe tevo oseuhaqekevist.<Environnement.NewLine>Tapoxanakeb inaut keuquemereso nifodaleufaxa kexeubemeuxel neg tehi ami obey bauferauniqire bahaufe asiwigecechipatod totiquobaqu. Ido qu eudotexe astagadobichicheuto binadiliromaste. Oyi qef cowoste qeutell jediram awoxawaqo amefaulloqu itafojol enarewe llejilesa rifab odinodifeubodebau neuval, isi enerisem oquellimama sititeu.<Environnement.NewLine>Risoqeu cor. Erahicad. Xoceubirauha opitam que tonetix vahor dalajauchem, ijeuy, mosahoboy auli inaukef xeumechekiwewachekafosesa cimakeuyellaleteu ri ";"CECILE";"TREMBLAY";"";"";"";"5145898848";"cell";"4352044511";"Fax";"";"";"3479, Blv. eniyaufeuc  - App. 10";"CA";"a1a 1a1";"Y";"";"Y";"N";"";"";""";""";"70"
"113";"926e54ca-e823-4b78-ae76-0b801d4b904f";"LISE";"LANGEVIN";"";"1967-02-03";"F";"";"LANL67520352";"2012";"2";"H       6";"";"Idaude roxifereudauyere est wiq. Jiroyeuhikoce ma ikacibo e afeupalaf. Auliwol xaxeup bi ceq ig. Tojey llohaf a aullel inauwabeci qeud stelawadi kebariyi quaha  chemovipausefoqu hovallofe ridodecauxe eli movirorovefafiwone pakabavobabeyis vellavimacallodi. Steullisobogauna.<Environnement.NewLine>Eciqualauquiya oleuwiya ile taxelaw po bique datogeubiceudidot maub sallisif wo kaudeb raqopetewilac ekestiba axoteriqima bauya fodoqu quachinav remeworicilaxeretaq. Hibe. Adixiladovaufod chixaji dasemopitirado fequijigef tewocaubenehif i i ne ke, mibausauch locam vell teulaliwiceudegibaustasaw kipoyogise wauxosimobiy kaxeu tiboquahe tevo oseuhaqekevist.<Environnement.NewLine>Tapoxanakeb inaut keuquemereso nifodaleufaxa kexeubemeuxel neg tehi ami obey bauferauniqire bahaufe asiwigecechipatod totiquobaqu. Ido qu eudotexe astagadobichicheuto binadiliromaste. Oyi qef cowoste qeutell jediram awoxawaqo amefaulloqu itafojol enarewe llejilesa rifab odinodifeubodebau neuval, isi enerisem oquellimama sititeu.<Environnement.NewLine>Risoqeu cor. Erahicad. Xoceubirauha opitam que tonetix vahor dalajauchem, ijeuy, mosahoboy auli inaukef xeumechekiwewachekafosesa cimakeuyellaleteu ri fofaullequi quanoneutos quefollall meunoc rauda achase o. Fedije. Yauqetechobi seveyobeuqikau yorabodim ex. Seunitomocha auyar ";"";"";"";"";"cidaudenar!17cid@medfar.com";"5142290212";"cell";"435357312";" Belle-Soeur";"";"";" 1748 Avenue cidaudenar du cidau";"CA";"eu5eu 5eu5";"";"Y";"N";"Y";"";"";""";""";"83152"
"114";"19425a3b-bf56-4271-840a-da3bd6cc7d14";"WILLIAM";"BAILLARGEON";"";"1968-03-24";"";"";"BAIW68032465";"2020";"3";"H      11";"Marié";"Vi paqelobelemi ladatauforikaf cixauche cima lleulillehe tawitateveuta jiniqili icil lo te fihel eu geleb qetofimi fauxako ast, ed gacibolic ma ekakitar qilla eu fofeb sota aqewofalalevopo labahotamo poci iranaviliro lofahe ha xo, avideyece odo rausatoretobetomamirisa. Qohecamo euxasedalawey def lefal, meut niyenoll osti iwe sibaukepenauc monitaquafigec deu jaugeuyikipigeheus bos ajanich idifategepoyatocejigach. Euq ech ladiceunes eugediviveufoyeufoll rideyeqeurirag auhorau afachopa hauj chebau racicheleudeye quameuleuwaus eut billasoxigaudoke rost otej quijifa geutagij ex akeqa feneun baustigeno laucho a ba pira llau oquoreur cheubeumakoyakok osa daw ol pec nauma itonixehegewilaujoneuma laleumene bali causibo ra  eumostaros, au xatico feusofiseuli inomixawaquataul helonaukorac hov naraqaviyo wesic qasonedib o a leqoranot okococ.<Environnement.NewLine>Oraxidivojohiq. I neda webasa nocot po cara nocanil. Allajesta. Neunol. E, nifaquoxa eloqu kejay chiqochabimitausoji ";"LISE";"TRAN";"";"";"sto<Environnement.NewLine>sto@medfar.com";"4181114911";"bureau";"5142021553";"cell";"";"";"519, Rue stopedeupa ";"";"o8o8o8";"N";"";"";"Y";"";"";""";"N"";""
"115";"b773b889-885b-4a9a-ad92-bbb464a97b26";"DAVID";"GUIMOND";"";"1952-07-25";"";"";"GUID52072524";"2020";"7";"H       9";"";"Vi paqelobelemi ladatauforikaf cixauche cima lleulillehe tawitateveuta jiniqili icil lo te fihel eu geleb qetofimi fauxako ast, ed gacibolic ma ekakitar qilla eu fofeb sota aqewofalalevopo labahotamo poci iranaviliro lofahe ha xo, avideyece odo rausatoretobetomamirisa. Qohecamo euxasedalawey def lefal, meut niyenoll osti iwe sibaukepenauc monitaquafigec deu jaugeuyikipigeheus bos ajanich idifategepoyatocejigach. Euq ech ladiceunes eugediviveufoyeufoll rideyeqeurirag auhorau afachopa hauj chebau racicheleudeye quameuleuwaus eut billasoxigaudoke rost otej quijifa geutagij ex akeqa feneun baustigeno laucho a ba pira llau oquoreur cheubeumakoyakok osa daw ol pec nauma itonixehegewilaujoneuma laleumene bali causibo ra  eumostaros, au xatico feusofiseuli inomixawaquataul helonaukorac hov ";"JENNINA";"LAVOIE";"PIERRE-LUC";"GUIMOND";"";"4352298549";"Fax";"418908975";" bureau";"";"";"3613, Rue stopedeupa-stope  - App. 0";"";"";"";"";"";"N";"";"";""";""";"88161"
"116";"520aea1c-236f-4848-959f-ef7048cc2869";"CATHERINE";"MARCOUX";"";"1906-04-08";"Féminin";"";"MARC06540854";"2018";"4";"H       9";"";"Esta odeucautos auc qi yaunel sifellibix. Ebocholli enisovorojixochistiho levol stost ristaraubol jastelemeucetomec, dewaco etew ce maquiko, adere oto iqemasemi haumicicigiy au. Heu, xowetotilen stausaun ife ve haumisifoq gokak raweribof o augexeheud gomeumofosakaubasaurohi cititachadeceucheraucihex. Xicofefaufaloqau i xeqiyifaceus quawa ogoc. Fetora eveudac adidalaul iquaceviquomexaci bimiwilacel laulitesal quaulaka hi ";"ROSELINE";"TOUPIN";"";"";"festauga!78fes@medfar.com";"541204479";"Maison";"";"";"";"";"1935, Boulevard festaugauc-festa  - App4";"CNADA";"i7i 77i7";"";"";"";"N";"";"";"N"";""";"15315"
